,university,career,inscription_date,name,gender,nacimiento,location,email
543,universidad tecnológica nacional,ciencias veterinarias,2020/10/02,michael knight,m,2002/04/04,comodoro rivadavia,bhancock@gmail.com
544,universidad tecnológica nacional,licenciatura en ciencias ambientales,2021/01/23,katie hall,f,2007/04/30,costa del este,swebb@yahoo.com
545,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020/09/01,nicole herrera,f,1973/04/23,jose leon suarez,gordonhale@yahoo.com
546,universidad tecnológica nacional,licenciatura en ciencias de la educación ,2020/11/04,albert mueller,m,1943/11/04,arrayanal,heather84@gmail.com
547,universidad tecnológica nacional,diseño industrial,2020/11/10,tom boyd iii,m,1939/07/18,balsa,fanderson@yahoo.com
548,universidad tecnológica nacional,arquitectura,2021/01/26,anna maynard,f,1960/12/20,el trebol,glee@hotmail.com
549,universidad tecnológica nacional,licenciatura en ciencia política ,2020/10/05,michael vaughn,m,1935/04/21,el sombrerito,annamcdowell@gmail.com
550,universidad tecnológica nacional,licenciatura en ciencias biológicas,2021/01/21,jonathan steele,m,1937/12/22,barrio el tontal,andreewing@yahoo.com
551,universidad tecnológica nacional,ingeniería mecánica,2020/12/25,lori smith,f,1925/10/30,granadero baigorria,anna33@yahoo.com
552,universidad tecnológica nacional,medicina,2020/12/01,timothy james,m,1999/02/24,calera,vjohnson@yahoo.com
553,universidad tecnológica nacional,licenciatura en psicología,2020/09/13,nicholas thompson,m,1956/05/23,isidro casanova,hschmitt@yahoo.com
554,universidad tecnológica nacional,bioquímica,2020/10/01,tiffany glover,f,1925/09/13,antonio tomas sud,fnielsen@gmail.com
555,universidad tecnológica nacional,diseño industrial,2020/11/23,stephanie banks,f,1930/04/03,agua rica,alexandersharp@gmail.com
556,universidad tecnológica nacional,licenciatura en ciencias geológicas,2020/10/17,donald burton,m,1974/07/21,san francisco solano,petersenstephanie@hotmail.com
557,universidad tecnológica nacional,ciencias veterinarias,2020/12/31,melanie ellison,f,1967/07/07,chumbicha,davidtanner@hotmail.com
558,universidad tecnológica nacional,licenciatura en terapia ocupacional,2020/11/11,kara watson,f,1966/10/05,boca p 25,harristanya@gmail.com
559,universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020/12/23,amy miller,f,1925/09/09,estela,inguyen@yahoo.com
560,universidad tecnológica nacional,licenciatura en musicoterapia,2021/01/02,james bowman,m,1915/02/01,temperley,jacksonkristina@gmail.com
561,universidad tecnológica nacional,técnico para bioterios ,2020/11/28,michael johnson,m,1933/10/11,cachel,cervantesloretta@yahoo.com
562,universidad tecnológica nacional,ingeniería en informática,2020/12/20,heidi byrd,f,1962/09/10,alto del puesto,mark05@yahoo.com
563,universidad tecnológica nacional,medicina,2020/12/01,sarah davis,f,1984/08/10,campo galloso,davidsimmons@gmail.com
564,universidad tecnológica nacional,diseño industrial,2020/10/29,paul taylor,m,1992/01/24,leubuco,stephanietrujillo@yahoo.com
565,universidad tecnológica nacional,diseño industrial,2020/11/27,robert butler jr.,m,1985/07/13,cristolia,xjones@yahoo.com
566,universidad tecnológica nacional,bioquímica,2020/12/05,julie wilson,f,1952/07/19,espartillar,samantha14@hotmail.com
567,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020/12/03,stuart butler,m,1981/08/23,san genaro norte,kwhite@yahoo.com
568,universidad tecnológica nacional,ingeniería en informática,2020/11/09,kevin alvarado,m,1919/03/17,juancho,theresaduncan@hotmail.com
569,universidad tecnológica nacional,licenciatura en artes,2020/10/14,isaac bailey,m,2012/06/08,colonia loma negra,xpowell@gmail.com
570,universidad tecnológica nacional,licenciatura en ciencias geológicas,2021/01/23,justin thomas,m,1909/06/28,antumpa,brittanysmith@yahoo.com
571,universidad tecnológica nacional,medicina,2020/10/04,jason liu,m,1924/11/22,cabaña el cisne,morenobrad@hotmail.com
572,universidad tecnológica nacional,licenciatura en artes,2020/09/15,charles thompson,m,1955/12/23,villa dominico,samuelfields@yahoo.com
573,universidad tecnológica nacional,ingeniería electrónica,2020/10/04,trevor jacobs,m,1978/11/28,arroyo quintana,danielstewart@yahoo.com
574,universidad tecnológica nacional,contador público ,2020/11/27,nicole stanton,f,1932/11/03,alto calilegua,awallace@yahoo.com
575,universidad tecnológica nacional,ciencias veterinarias,2020/12/02,shannon west,m,1918/03/17,cora,vsantiago@gmail.com
576,universidad tecnológica nacional,bioquímica,2021/01/11,rachel brown,f,1913/05/13,cachiyuyal,joshua90@yahoo.com
577,universidad tecnológica nacional,licenciatura en ciencia política ,2020/10/25,anthony snyder,m,1985/06/09,aguada de la peña,adamwerner@hotmail.com
578,universidad tecnológica nacional,licenciatura en terapia ocupacional,2020/12/02,julie jensen,f,1938/08/14,el brete,emay@gmail.com
579,universidad tecnológica nacional,licenciatura en ciencias ambientales,2021/01/18,kevin vazquez,m,1964/11/23,arturo vatteone,pamelabarrett@hotmail.com
580,universidad tecnológica nacional,licenciatura en ciencias de la educación ,2020/11/12,john hogan,m,1973/02/18,acasape,jamesdennis@hotmail.com
581,universidad tecnológica nacional,licenciatura en ciencias de la educación ,2020/10/26,lauren smith,f,1978/05/06,aguas buenas,derricklawrence@hotmail.com
582,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020/12/18,william kennedy,m,1916/04/25,campo medina,krivera@hotmail.com
583,universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020/10/19,kristen carter,f,1989/08/03,colonia el potrero,hrasmussen@gmail.com
584,universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2021/01/07,lauren navarro,f,1923/12/22,ingeniero beaugey,adam29@gmail.com
585,universidad tecnológica nacional,agronomía,2020/10/10,michael nelson,m,2001/05/11,campo el mataco,kimberlyvalencia@yahoo.com
586,universidad tecnológica nacional,diseño industrial,2021/01/10,nancy davis,f,2011/07/08,chanilao,kyliegriffin@yahoo.com
587,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020/11/07,anthony parks,m,1982/10/21,coronel granada,jasminetrujillo@hotmail.com
588,universidad tecnológica nacional,licenciatura en ciencias geológicas,2020/10/22,victoria clay md,f,1959/07/04,estacion mazan,ronald40@hotmail.com
589,universidad tecnológica nacional,medicina,2020/10/23,amber chandler,f,1927/03/25,23 de agosto,rachelrussell@hotmail.com
590,universidad tecnológica nacional,ingeniería en informática,2020/12/07,jonathan alvarez,m,1927/01/10,lomas de zamora,evan63@hotmail.com
591,universidad tecnológica nacional,farmacia,2021/01/01,chad brooks,m,1956/12/04,barro negro,tmckenzie@yahoo.com
592,universidad tecnológica nacional,farmacia,2020/11/18,christopher murphy,m,1914/04/29,perez,ibrown@gmail.com
593,universidad tecnológica nacional,licenciatura en administración ,2020/10/19,justin smith,m,2019/05/21,alpasinche,sandovalmelissa@gmail.com
594,universidad tecnológica nacional,ingeniería mecánica,2020/12/19,anthony williams,m,2019/01/12,carreras,alex17@hotmail.com
595,universidad tecnológica nacional,licenciatura en psicología,2020/12/23,larry martinez,m,1921/11/02,chelforo,terry64@yahoo.com
596,universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020/10/21,christopher ramos,m,1978/12/30,cachel,randychang@gmail.com
597,universidad tecnológica nacional,farmacia,2021/01/20,mark trevino,m,1940/04/01,arroyo pescado,paynejoseph@yahoo.com
598,universidad tecnológica nacional,técnico para bioterios ,2020/10/25,joseph durham,m,1925/03/31,estancia las isletas,bmoore@hotmail.com
599,universidad tecnológica nacional,farmacia,2020/10/06,diana rodriguez,f,2005/02/27,22 de diciembre,harrisnicole@gmail.com
600,universidad tecnológica nacional,licenciatura en ciencias ambientales,2020/11/09,joel greene,m,1958/03/06,arenoso,garnererica@hotmail.com
601,universidad tecnológica nacional,licenciatura en psicología,2020/10/22,anthony powell,m,1982/12/07,valle de las leñas,ddavidson@hotmail.com
602,universidad tecnológica nacional,licenciatura en ciencias ambientales,2021/01/29,diane davis,f,1951/10/03,atreuco,zriddle@hotmail.com
603,universidad tecnológica nacional,licenciatura en musicoterapia,2020/09/30,david marks,m,1939/04/21,campo de los andes,crystalnichols@hotmail.com
604,universidad tecnológica nacional,licenciatura en ciencias de la educación ,2020/10/14,jason pierce,m,1983/12/14,baldes de pacheco,sierrabarrett@yahoo.com
605,universidad tecnológica nacional,licenciatura en ciencias de la computación,2021/01/12,jake phillips,m,1919/03/18,arbol solo,thomas72@yahoo.com
606,universidad tecnológica nacional,técnico para bioterios ,2020/12/27,kevin perez,m,1963/11/03,abo nezu,carriebaker@hotmail.com
607,universidad tecnológica nacional,actuario ,2020/10/13,reginald ward,m,2012/07/10,alma grande,michael15@hotmail.com
608,universidad tecnológica nacional,licenciatura en ciencia política ,2020/11/02,ellen atkins,f,1961/05/14,almacen cristian schubert,joelmccoy@gmail.com
609,universidad tecnológica nacional,ciencias veterinarias,2020/12/27,melissa mann,f,1970/02/16,campo huber,aprilgardner@yahoo.com
610,universidad tecnológica nacional,ciencias veterinarias,2020/10/24,mr. jordan lynn,m,1948/01/30,campo el bermejo,fieldsjennifer@hotmail.com
611,universidad tecnológica nacional,licenciatura en ciencias de la educación ,2020/10/02,caitlyn allen,f,1954/10/04,olascoaga,riveradustin@yahoo.com
612,universidad tecnológica nacional,licenciatura en musicoterapia,2020/11/02,nicole foster,f,1989/05/22,cespedes,daniel11@gmail.com
613,universidad tecnológica nacional,licenciatura en musicoterapia,2020/10/28,jared reynolds,m,1922/07/06,jose maria blanco,ryan49@gmail.com
614,universidad tecnológica nacional,técnico para bioterios ,2021/01/05,gary perry,m,1944/10/16,cavour,martinwesley@yahoo.com
615,universidad tecnológica nacional,farmacia,2020/09/04,erin ellis,f,2004/01/08,algarrobo,judith31@gmail.com
616,universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020/09/22,larry hays,m,1925/07/19,alcaracito,pcampbell@yahoo.com
617,universidad tecnológica nacional,medicina,2020/09/28,zachary thomas,m,1949/10/01,agua blanca,alex40@gmail.com
618,universidad tecnológica nacional,diseño de imagen y sonido,2020/09/29,keith crawford,m,2018/11/18,crispi,wyattjavier@gmail.com
619,universidad tecnológica nacional,licenciatura en ciencias de la computación,2020/10/03,kelsey allen,f,1950/09/07,aldea santa maria,hblake@hotmail.com
620,universidad tecnológica nacional,contador público ,2021/01/21,cheryl welch,f,1951/03/29,aldea brasilera,daniel63@gmail.com
621,universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020/12/13,andrew harris,m,1920/10/14,la limpia,michaelmitchell@yahoo.com
622,universidad tecnológica nacional,licenciatura en ciencia política ,2020/11/04,eileen howard,f,2019/02/09,el bombero,mistyking@hotmail.com
623,universidad tecnológica nacional,ingeniería mecánica,2020/11/04,dennis martinez,m,1962/03/09,agua del simbol,imoses@yahoo.com
624,universidad tecnológica nacional,licenciatura en ciencias ambientales,2021/01/29,michelle peterson,f,1990/11/10,edmundo perkins,aaguirre@yahoo.com
625,universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020/12/15,grant pena,m,1973/10/11,cañadita,sullivannancy@gmail.com
626,universidad tecnológica nacional,licenciatura en ciencias biológicas,2020/10/11,darlene nunez,f,1974/03/01,aguada cecilio,elizabethlopez@gmail.com
627,universidad tecnológica nacional,licenciatura en artes,2020/09/16,mr. brandon gill,m,1985/03/02,cafferata,jesse05@hotmail.com
628,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020/09/16,mark ross,m,1935/07/16,aromos,dylanmiller@yahoo.com
629,universidad tecnológica nacional,licenciatura en psicología,2020/10/29,meredith brown,f,1934/08/03,25 de mayo,xjuarez@hotmail.com
630,universidad tecnológica nacional,diseño industrial,2021/01/10,john jones,m,2018/05/13,colonia japonesa,christopher09@gmail.com
631,universidad tecnológica nacional,contador público ,2020/10/23,johnathan hernandez,m,2000/01/15,san fernando,pricegregory@hotmail.com
632,universidad tecnológica nacional,licenciatura en administración ,2020/10/13,gregory christensen,m,1976/11/06,aldea san jorge,lisamcpherson@yahoo.com
633,universidad tecnológica nacional,licenciatura en ciencias biológicas,2020/10/27,jennifer christian,f,1941/11/26,el alto,ronaldbrown@gmail.com
634,universidad tecnológica nacional,licenciatura en ciencias biológicas,2020/09/03,michelle thomas,f,2013/09/23,alegre,sandovallisa@gmail.com
635,universidad tecnológica nacional,diseño de imagen y sonido,2020/10/19,connie chapman,f,1999/06/13,9 de julio,robertlawson@yahoo.com
636,universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020/11/13,spencer ramirez,m,1924/07/15,4 de febrero,jdavis@yahoo.com
637,universidad tecnológica nacional,farmacia,2020/09/22,matthew franklin,m,1981/05/22,cupiles,fyoung@hotmail.com
638,universidad tecnológica nacional,licenciatura en ciencias de la computación,2020/10/09,jason lucero,m,1906/06/08,luis guillon,daltongarza@yahoo.com
639,universidad tecnológica nacional,diseño de imagen y sonido,2020/11/26,patricia patel,f,2020/08/26,alcaraz norte,morganjennifer@yahoo.com
640,universidad tecnológica nacional,licenciatura en ciencias geológicas,2021/01/12,jesse sanchez,m,1918/10/07,angelita,daniel15@gmail.com
641,universidad tecnológica nacional,licenciatura en ciencia política ,2020/11/03,dominique jackson,f,1931/09/06,san andres,wsmith@gmail.com
642,universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020/09/19,alexander dunn,m,1905/12/20,wheelwright,tamara67@gmail.com
643,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020/12/01,kimberly jennings,f,1920/12/15,el campamento,twilson@hotmail.com
644,universidad tecnológica nacional,ingeniería electrónica,2021/01/08,patrick howard,m,1923/10/19,camaron chico,jason00@gmail.com
645,universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020/12/06,ronald parker,m,1985/05/06,del valle,joshua68@gmail.com
646,universidad tecnológica nacional,agronomía,2020/12/02,alfred ward,m,2002/12/26,arroyo,samanthacoffey@gmail.com
647,universidad tecnológica nacional,arquitectura,2020/11/12,victoria thompson,f,1918/11/04,alamo,marshallpatrick@gmail.com
648,universidad tecnológica nacional,medicina,2020/12/04,daniel schroeder,m,2011/05/20,9 de julio,smithgabriel@hotmail.com
649,universidad tecnológica nacional,licenciatura en psicología,2020/11/06,kevin knapp,m,2014/11/07,escuela agricola don bosco,marygibbs@yahoo.com
650,universidad tecnológica nacional,licenciatura en psicología,2020/10/20,cindy austin,f,2012/11/05,baños termales,aibarra@hotmail.com
651,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020/11/05,karen cameron,f,1906/02/08,estancia las isletas,stevensmith@hotmail.com
652,universidad tecnológica nacional,licenciatura en terapia ocupacional,2020/12/23,kristin perez,f,1967/06/20,costa del rio azul,morganjeremy@gmail.com
653,universidad tecnológica nacional,licenciatura en ciencias biológicas,2020/09/20,autumn meyer,f,1917/03/28,bajo guazu,zachary71@hotmail.com
654,universidad tecnológica nacional,bioquímica,2020/11/05,christina marshall,f,1963/01/01,el campamento,jon41@yahoo.com
655,universidad tecnológica nacional,ingeniería electrónica,2021/01/13,jessica leach,f,1927/06/04,francisco alvarez,jjackson@hotmail.com
656,universidad tecnológica nacional,licenciatura en psicología,2020/12/03,caitlyn rivera,f,1979/07/03,alvear,bellbrandi@gmail.com
