,university,career,inscription_date,nombre,sexo,birth_date,location,email
705,universidad nacional de jujuy,bioquímica,2020/10/29,anthony ruiz,m,2004/12/07,la chirlandia,kellysamuel@gmail.com
706,universidad nacional de jujuy,licenciatura en psicología,2020/10/29,tiffany graham md,f,1951/10/03,colonia pujol,gregory77@hotmail.com
707,universidad nacional de jujuy,medicina,2020/10/29,kelly ingram,m,1982/08/08,cañada seca,pam47@gmail.com
708,universidad nacional de jujuy,actuario ,2020/10/29,amy oconnor,f,2006/06/30,challaco,bmartin@hotmail.com
709,universidad nacional de jujuy,ingeniería en informática,2020/10/29,virginia smith,f,2005/07/06,colonia velez,michellehernandez@hotmail.com
710,universidad nacional de jujuy,licenciatura en ciencias de la educación ,2020/10/29,glenn patel,m,1908/05/08,cuartel v,gutierrezspencer@gmail.com
711,universidad nacional de jujuy,contador público ,2020/10/29,sharon lang,f,1939/01/28,estacion uspallata,davidnicholson@yahoo.com
712,universidad nacional de jujuy,licenciatura en artes,2020/10/29,mr. jason walsh,m,1928/10/24,cabral cue,djones@hotmail.com
713,universidad nacional de jujuy,licenciatura en ciencias de la educación ,2020/10/29,ashley martin,f,2009/10/03,alto huaco,christensenkevin@yahoo.com
714,universidad nacional de jujuy,ingeniería mecánica,2020/10/29,ryan montgomery,m,1921/12/03,el zorro,jennifer73@yahoo.com
715,universidad nacional de jujuy,licenciatura en producción de bioimagenes,2020/10/29,marissa sanders,f,1964/02/07,colonia rusa,rrobinson@yahoo.com
716,universidad nacional de jujuy,licenciatura en artes,2020/10/29,samantha olson,f,1968/02/20,adrian maturano,framos@hotmail.com
717,universidad nacional de jujuy,ingeniería mecánica,2020/10/30,jaime bowers,m,1987/02/18,alto rio pico,kylewise@gmail.com
718,universidad nacional de jujuy,contador público ,2020/10/30,christina white,f,2018/09/29,fuerte quemado,kendracampbell@hotmail.com
719,universidad nacional de jujuy,actuario ,2020/10/30,jon harrington,m,1963/08/26,campo coliqueo,nguyenlinda@hotmail.com
720,universidad nacional de jujuy,licenciatura en ciencia política ,2020/10/30,timothy powell,m,2001/10/23,villa el chocon,williamhernandez@yahoo.com
721,universidad nacional de jujuy,diseño industrial,2020/10/30,belinda smith,f,1978/06/10,alto de la leña,qwright@hotmail.com
722,universidad nacional de jujuy,licenciatura en ciencias ambientales,2020/10/30,chad burke,m,1975/07/23,alarcon,joseph45@yahoo.com
723,universidad nacional de jujuy,licenciatura en ciencias de la educación ,2020/10/30,shawn ryan,m,1996/11/04,alegre,terrencejohnson@yahoo.com
724,universidad nacional de jujuy,licenciatura en administración ,2020/10/30,robert perez,m,2011/03/08,corralito,waltondenise@yahoo.com
725,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020/10/30,amanda davis,f,1988/05/21,carreras,smithsamantha@yahoo.com
726,universidad nacional de jujuy,licenciatura en ciencias ambientales,2020/10/30,david jimenez phd,m,1958/04/02,barrio belgrano ortiz,jeffersonmelissa@hotmail.com
727,universidad nacional de jujuy,licenciatura en artes,2020/10/30,jeremiah evans,m,1973/03/02,campo horquesco,yjoyce@hotmail.com
728,universidad nacional de jujuy,licenciatura en sociología ,2020/10/30,karla li,f,1913/04/03,gomez,michael81@hotmail.com
729,universidad nacional de jujuy,licenciatura en ciencias biológicas,2020/10/30,mark barnett,m,2003/06/22,edmundo perkins,carlossmith@gmail.com
730,universidad nacional de jujuy,agronomía,2020/10/30,shelly francis,f,1939/06/28,amana,ramirezsherry@yahoo.com
731,universidad nacional de jujuy,contador público ,2020/10/30,kimberly patrick md,f,1951/07/18,colonia escribano,dbray@gmail.com
732,universidad nacional de jujuy,licenciatura en ciencias de la educación ,2020/10/30,craig cummings,m,1960/08/13,algarrobo verde,williamstark@yahoo.com
733,universidad nacional de jujuy,licenciatura en musicoterapia,2020/10/31,thomas meyer,m,2002/11/04,12 de octubre,mbecker@yahoo.com
734,universidad nacional de jujuy,ciencias veterinarias,2020/10/31,sara black,f,2017/08/10,lomas del rio lujan,stacey94@gmail.com
735,universidad nacional de jujuy,licenciatura en ciencias de la educación ,2020/10/31,elizabeth fritz,f,1975/12/05,claverie,andreabrady@hotmail.com
736,universidad nacional de jujuy,licenciatura en ciencias biológicas,2020/10/31,larry johnson,m,1928/05/26,el chumbeau,sthompson@gmail.com
737,universidad nacional de jujuy,actuario ,2020/10/31,michele roman,f,2019/08/23,aromos,mcintyrerichard@hotmail.com
738,universidad nacional de jujuy,licenciatura en administración ,2020/10/31,christopher morales,m,1926/09/14,barrio carosio,qbarron@yahoo.com
739,universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2020/10/31,mrs. catherine suarez,f,1941/03/08,ingeniero huergo,rebecca89@gmail.com
740,universidad nacional de jujuy,licenciatura en sociología ,2020/10/31,jared washington,m,1909/10/15,alumine,zburns@hotmail.com
741,universidad nacional de jujuy,licenciatura en relaciones del trabajo ,2020/10/31,jonathan murphy,m,1962/08/30,colonia las yescas,campbellrobert@hotmail.com
742,universidad nacional de jujuy,licenciatura en musicoterapia,2020/10/31,craig johnson,m,1982/12/24,bartolome mitre,christysherman@yahoo.com
743,universidad nacional de jujuy,técnico para bioterios ,2020/10/31,richard ball,m,1926/01/25,el perdido est jose guisasola,wesleywilliams@hotmail.com
744,universidad nacional de jujuy,agronomía,2020/10/31,teresa jackson,f,1977/01/13,fortin irene,juan72@hotmail.com
745,universidad nacional de jujuy,licenciatura en ciencias biológicas,2020/10/31,richard jackson,m,1930/04/06,armstrong,robert56@hotmail.com
746,universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2020/10/31,rebecca todd,f,1919/03/25,candioti,qsmith@hotmail.com
747,universidad nacional de jujuy,ciencias veterinarias,2020/10/31,mr. christopher briggs,m,1951/07/23,arroyo tomas,kimberly25@hotmail.com
748,universidad nacional de jujuy,farmacia,2020/10/31,david norton,m,1925/10/07,comodoro rivadavia,michaelrachel@yahoo.com
749,universidad nacional de jujuy,ingeniería mecánica,2020/10/31,erin johnson,f,1961/04/24,campamento sol,kadams@yahoo.com
750,universidad nacional de jujuy,ingeniería en informática,2020/11/01,sherri combs,f,1932/08/21,cañada la rica,caroljackson@yahoo.com
751,universidad nacional de jujuy,ciencias veterinarias,2020/11/01,patrick peterson,m,1924/07/24,arroyo moreira,irobinson@hotmail.com
752,universidad nacional de jujuy,actuario ,2020/11/01,michael shepherd,m,1921/10/25,el carbalino,vmiller@yahoo.com
753,universidad nacional de jujuy,agronomía,2020/11/01,mark spence,m,2009/06/02,cañada seca,emilyhernandez@gmail.com
754,universidad nacional de jujuy,licenciatura en psicología,2020/11/01,james arias,m,1958/10/21,aurelia,robinsonmichael@yahoo.com
755,universidad nacional de jujuy,medicina,2020/11/01,michaela sheppard,f,2000/05/18,baños de la laja,lgregory@hotmail.com
756,universidad nacional de jujuy,licenciatura en ciencias de la educación ,2020/11/01,matthew shelton,m,1909/02/08,estacion saguier,gabrielarodriguez@hotmail.com
757,universidad nacional de jujuy,licenciatura en ciencias biológicas,2020/11/01,david morgan,m,1915/03/04,almacen el descanso,twalls@gmail.com
758,universidad nacional de jujuy,licenciatura en ciencias ambientales,2020/11/01,justin gill,m,2011/07/07,la salada,julia27@yahoo.com
759,universidad nacional de jujuy,diseño de imagen y sonido,2020/11/01,stephen bradley,m,1954/03/21,san geronimo,christinarose@hotmail.com
760,universidad nacional de jujuy,ingeniería mecánica,2020/11/01,tonya williams,f,2011/03/23,ciudad jardin del palomar,youngsamuel@yahoo.com
761,universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2020/11/01,michael hansen,m,1960/07/23,alegre,vperkins@hotmail.com
762,universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2020/11/01,nicole hawkins,f,1932/11/28,abra baya,mckeediamond@gmail.com
763,universidad nacional de jujuy,licenciatura en ciencias ambientales,2020/11/01,marc gordon,m,1995/10/17,jesus maria,evelynphillips@gmail.com
764,universidad nacional de jujuy,ingeniería en informática,2020/11/01,alyssa nelson,f,1960/02/14,baigorrita,kennethjackson@yahoo.com
765,universidad nacional de jujuy,licenciatura en ciencias de la educación ,2020/11/01,beth caldwell,f,1954/01/14,base aeronaval punta indio,fmoore@hotmail.com
766,universidad nacional de jujuy,diseño industrial,2020/11/01,corey alvarado,m,2011/03/17,aldecon,shawnhunt@gmail.com
767,universidad nacional de jujuy,licenciatura en ciencias geológicas,2020/11/02,julia ellis,f,1999/04/23,francisco casal,uharmon@yahoo.com
768,universidad nacional de jujuy,contador público ,2020/11/02,charles nichols,m,1995/03/11,pellegrini,samuel42@yahoo.com
769,universidad nacional de jujuy,ingeniería mecánica,2020/11/02,rebecca hess,f,1947/07/29,maipu,kathryn71@hotmail.com
770,universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,2020/11/02,samantha mcdowell,f,1957/05/23,cangallo,michaelrodriguez@gmail.com
771,universidad nacional de jujuy,medicina,2020/11/02,andre anderson,m,1966/05/04,brea chimpana,arivera@hotmail.com
772,universidad nacional de jujuy,licenciatura en sociología ,2020/11/02,joe cameron,m,2014/07/25,campo largo,joshua98@gmail.com
773,universidad nacional de jujuy,técnico para bioterios ,2020/11/02,robert johnson,m,1944/02/27,arroyo castillo,keith89@gmail.com
774,universidad nacional de jujuy,contador público ,2020/11/03,ashley osborne,f,1964/04/03,barrio trocha,amy82@yahoo.com
775,universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2020/11/03,russell ross,m,1986/06/28,boeuf,kelleystephanie@gmail.com
776,universidad nacional de jujuy,agronomía,2020/11/03,deborah evans,f,1990/03/09,costa brava,khoward@hotmail.com
777,universidad nacional de jujuy,licenciatura en musicoterapia,2020/11/03,joshua reed,m,1992/09/19,arañita,jenniferpayne@gmail.com
778,universidad nacional de jujuy,licenciatura en relaciones del trabajo ,2020/11/03,michael harrison,m,1908/03/12,aldea san gregorio,katherine88@gmail.com
779,universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2020/11/03,christopher manning,m,2014/03/29,almacen la colina,ggutierrez@yahoo.com
780,universidad nacional de jujuy,licenciatura en terapia ocupacional,2020/11/03,eric martinez,m,2017/01/12,cerrillos al sud,wnewman@yahoo.com
781,universidad nacional de jujuy,ingeniería en informática,2020/11/03,tina jenkins,f,2013/06/22,san nicolas de los arroyos,lauren73@hotmail.com
782,universidad nacional de jujuy,agronomía,2020/11/03,lisa bowman,f,2014/04/30,ranelagh,reynoldsdavid@yahoo.com
783,universidad nacional de jujuy,licenciatura en ciencia política ,2020/11/03,troy phillips,m,2002/07/27,villani,dandiaz@gmail.com
784,universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,2020/11/03,derek bryant,m,1992/06/08,francisco berra,collinspatricia@yahoo.com
785,universidad nacional de jujuy,ciencias veterinarias,2020/11/03,michael robinson,m,1995/10/29,barrio emir ramon juarez,lisawright@yahoo.com
786,universidad nacional de jujuy,contador público ,2020/11/03,donald duncan,m,2003/01/27,aristia,xellis@hotmail.com
787,universidad nacional de jujuy,licenciatura en administración ,2020/11/03,justin davis,m,1925/05/26,la morocha,derrick35@yahoo.com
788,universidad nacional de jujuy,ingeniería mecánica,2020/11/03,terry rogers,m,2002/01/22,campo paletta,tylergeorge@yahoo.com
789,universidad nacional de jujuy,licenciatura en sociología ,2020/11/04,david frey,m,1993/12/29,30 de agosto,hherrera@yahoo.com
790,universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2020/11/04,pamela cox,f,1942/06/07,agustin roca,malonenicole@hotmail.com
791,universidad nacional de jujuy,licenciatura en psicología,2020/11/04,jared ware,m,1998/09/09,andrade,tobrien@yahoo.com
792,universidad nacional de jujuy,técnico para bioterios ,2020/11/04,elizabeth jones,f,1933/02/22,bustamante,steven87@yahoo.com
793,universidad nacional de jujuy,licenciatura en relaciones del trabajo ,2020/11/04,rhonda holmes,f,2010/07/20,cinco saltos,angelica19@gmail.com
794,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020/11/04,jesse marshall,m,1927/10/11,paso del rey,qdaniels@hotmail.com
795,universidad nacional de jujuy,licenciatura en ciencias biológicas,2020/11/04,christina lewis,f,1957/10/25,arauco,laura96@gmail.com
796,universidad nacional de jujuy,licenciatura en ciencia política ,2020/11/04,joshua medina,m,1929/04/16,campo de talamayo,pmiller@yahoo.com
797,universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2020/11/04,nicole ayala,f,1958/08/05,otto bemberg,benjamin67@hotmail.com
798,universidad nacional de jujuy,licenciatura en artes,2020/11/04,caitlin gibson,f,1924/07/03,buena esperanza,rirwin@gmail.com
799,universidad nacional de jujuy,licenciatura en terapia ocupacional,2020/11/04,patrick cook,m,2000/10/06,12 de octubre,moneal@hotmail.com
800,universidad nacional de jujuy,ingeniería mecánica,2020/11/05,gregory fowler,m,2014/03/21,aguada grande,qlloyd@yahoo.com
801,universidad nacional de jujuy,licenciatura en ciencias ambientales,2020/11/05,luke carpenter,m,1944/05/29,cañada seca,karlastrickland@yahoo.com
802,universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2020/11/05,darrell williams,m,2013/08/11,banfield,mistyjohnson@yahoo.com
803,universidad nacional de jujuy,técnico para bioterios ,2020/11/05,jeffrey rodriguez,m,1955/09/14,anzoategui,camposwilliam@gmail.com
804,universidad nacional de jujuy,ingeniería en informática,2020/11/05,paul mendoza,m,1954/06/14,anguil,lynn83@hotmail.com
805,universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2020/11/05,tiffany rivas,f,1908/10/09,almirante brown,rebecca69@hotmail.com
806,universidad nacional de jujuy,licenciatura en terapia ocupacional,2020/11/05,matthew white,m,1971/12/21,bahia tranquila,rodriguezcameron@hotmail.com
807,universidad nacional de jujuy,licenciatura en artes,2020/11/05,laura walker,f,2020/11/20,balneario chapalco,teresa90@yahoo.com
808,universidad nacional de jujuy,diseño de imagen y sonido,2020/11/05,timothy curry,m,1989/04/12,balneario claromeco,bwalton@gmail.com
809,universidad nacional de jujuy,licenciatura en ciencias de la computación,2020/11/05,carrie shaw,f,1923/05/04,cinco saltos,robertsvanessa@yahoo.com
810,universidad nacional de jujuy,ingeniería en informática,2020/11/06,elizabeth cox,f,1934/05/01,cañada,hughesandrew@yahoo.com
811,universidad nacional de jujuy,técnico para bioterios ,2020/11/06,robert anderson,m,1991/06/01,anguil,mario74@hotmail.com
812,universidad nacional de jujuy,licenciatura en ciencias de la computación,2020/11/06,jeanne scott,f,1951/10/20,campo crisol,rebeccacase@yahoo.com
813,universidad nacional de jujuy,licenciatura en producción de bioimagenes,2020/11/06,brittany gross,f,1938/05/28,cascada los cantaros,wsmith@hotmail.com
814,universidad nacional de jujuy,ingeniería en informática,2020/11/06,luke howard,m,1907/03/09,carlos keen,tcampbell@hotmail.com
815,universidad nacional de jujuy,técnico para bioterios ,2020/11/06,christopher burton,m,1995/11/03,carlos keen,pattygreen@yahoo.com
816,universidad nacional de jujuy,licenciatura en ciencias biológicas,2020/11/07,kathy hamilton,f,1998/11/27,la legua,myersdustin@gmail.com
817,universidad nacional de jujuy,licenciatura en ciencia política ,2020/11/07,steve hawkins,m,1907/01/03,alamos,kguerrero@gmail.com
818,universidad nacional de jujuy,diseño industrial,2020/11/07,isaiah williams,m,2000/05/06,alcorta,wgarcia@gmail.com
819,universidad nacional de jujuy,actuario ,2020/11/07,stephanie dunn,f,1997/08/20,colonia florencia,thompsonpeter@gmail.com
820,universidad nacional de jujuy,licenciatura en musicoterapia,2020/11/07,brooke parker,f,1989/12/07,estacion sola,karenthomas@gmail.com
821,universidad nacional de jujuy,licenciatura en ciencias de la educación ,2020/11/07,eric hicks,m,1925/05/10,abra,foxhannah@yahoo.com
822,universidad nacional de jujuy,bioquímica,2020/11/07,haley huffman,f,1988/07/30,el perdido est jose guisasola,davistimothy@hotmail.com
823,universidad nacional de jujuy,licenciatura en producción de bioimagenes,2020/11/07,james thomas,m,1977/04/30,alastuey,arielmartinez@gmail.com
824,universidad nacional de jujuy,licenciatura en ciencias antropológicas,2020/11/07,jake perry md,m,1938/09/13,cavour,pvelasquez@gmail.com
825,universidad nacional de jujuy,licenciatura en ciencias biológicas,2020/11/07,kevin lowe,m,1954/06/01,carmen de areco,walterbrittany@hotmail.com
